2	4	8	4.57	
2	4	9	3.8	
2	4	10	3.9	
2	4	11	4.03	
2	4	12	3.39	
2	4	13	4.35	
2	4	14	4.91	
2	4	15	4.13	
2	4	16	4.57	
3	1	1	1.83	
3	1	2	1.55	
3	1	3	2.35	
3	1	4	2.61	
3	1	5	1.37	
3	1	6	2.44	
3	1	7	2.15	
3	1	8	2.69	
3	1	9	3.12	
3	1	10	2.61	
3	1	11	3.36	
3	1	12	3.7	
3	1	13	3.3	
3	1	14	3.31	
3	1	15	3.68	
3	1	16	4.0	
3	2	1	2.53	
3	2	2	2.82	
3	2	3	3.43	
3	2	4	2.95	
3	2	5	3.4	
3	2	6	3.83	
3	2	7	3.98	
3	2	8	3.43	
3	2	9	3.16	
3	2	10	3.49	
3	2	11	3.88	
3	2	12	3.62	
3	2	13	4.01	
3	2	14	4.09	
3	2	15	4.15	
3	2	16	4.06	
3	3	1	4.04	
3	3	2	3.98	
3	3	3	3.76	
3	3	4	4.23	
3	3	5	4.42	
3	3	6	4.9	
3	3	7	4.63	
3	3	8	3.93	
3	3	9	4.08	
3	3	10	4.43	
3	3	11	5.01	
3	3	12	4.79	
3	3	13	4.77	
3	3	14	4.61	
3	3	15	5.62	
3	3	16	4.72	
3	4	1	4.54	
3	4	2	4.4	
3	4	3	5.1	
3	4	4	4.12	
3	4	5	3.88	
3	4	6	4.54	
3	4	7	4.47	
3	4	8	4.52	
3	4	9	4.82	
3	4	10	5.12	
3	4	11	4.96	
3	4	12	5.42	
3	4	13	5.29	
3	4	14	5.4	
3	4	15	5.53	
3	4	16	5.45	
4	1	1	1.09	
4	1	2	1.57	
4	1	3	1.94	
4	1	4	2.03	
4	1	5	2.08	
4	1	6	2.96	
4	1	7	2.99	
4	1	8	2.92	
4	1	9	3.58	
4	1	10	3.65	
4	1	11	3.43	
4	1	12	3.85	
4	1	13	3.52	
4	1	14	3.5	
4	1	15	3.74	
4	1	16	3.79	
4	2	1	3.69	
4	2	2	3.91	
4	2	3	4.3	
4	2	4	3.55	
4	2	5	3.23	
4	2	6	3.5	
4	2	7	3.71	
4	2	8	3.91	
4	2	9	3.89	
4	2	10	3.83	
4	2	11	4.13	
4	2	12	4.08	
4	2	13	4.35	
4	2	14	4.61	
4	2	15	3.34	
4	2	16	4.71	
4	3	1	4.39	
4	3	2	4.43	
4	3	3	4.9	
4	3	4	4.85	
4	3	5	4.76	
4	3	6	4.46	
4	3	7	4.65	
4	3	8	4.46	
4	3	9	4.29	
4	3	10	5.4	
4	3	11	5.45	
4	3	12	5.35	
4	3	13	5.56	
4	3	14	5.71	
4	3	15	6.22	
4	3	16	5.38	
4	4	1	5.0	
4	4	2	4.7	
4	4	3	4.56	
4	4	4	4.79	
4	4	5	4.79	
4	4	6	5.3	
4	4	7	5.16	
4	4	8	5.11	
4	4	9	5.69	
4	4	10	5.22	
4	4	11	5.34	
4	4	12	6.11	
4	4	13	5.85	
4	4	14	5.62	
4	4	15	5.71	
4	4	16	5.71	
